,PDB code,Resolution (A),Bnet
15829,4FSO,2.75,2.378373171
15830,2WOI,2.1,2.378305258
15831,5DR4,1.5,2.378280635
15832,7MRO,1.87,2.378277533
15833,1VL4,1.95,2.378261197
15834,6S4C,2,2.37823056
15835,6C6K,2.54,2.378168233
15836,4H60,1.66,2.378069123
15837,5F6X,1.56,2.378066845
15838,3CED,2.15,2.378019895
15839,6SKC,2.18,2.377989114
15840,5HEE,1.41,2.377971939
15841,4BMB,1.35,2.377968738
15842,4RYE,1.9,2.377961509
15843,7KNR,2.48,2.377936783
15844,7Q9U,2.24,2.37793133
15845,7ONM,1.77,2.377912394
15846,4HW2,2.8,2.377898005
15847,2BGS,1.64,2.377844825
15848,3ZNT,1.95,2.377803268
15849,5DGU,1.22,2.377800423
15850,3RX8,2.56,2.377786961
15851,6C7Q,1.51,2.377639041
15852,7R1X,1.35,2.377569583
15853,7NQE,1.28,2.377569532
15854,3I96,1.65,2.377569
15855,3JXP,2.2,2.377556502
15856,5H38,1.7,2.377461154
15857,2EFH,2.1,2.377428665
15858,4OTM,1.95,2.377418075
15859,5CMQ,1.94,2.377394739
15860,3MVP,1.85,2.377150306
15861,3VNT,1.64,2.377101052
15862,3R6A,1.76,2.377044567
15863,5IV2,2.48,2.376976264
15864,2A72,2,2.376960792
15865,1ZSX,1.9,2.376932104
15866,3LV9,2.4,2.376879253
15867,3TG0,1.2,2.376732981
15868,5M2R,1.5,2.376672053
15869,8CAA,2,2.376551185
15870,6JE2,1.22,2.376381018
15871,7S3T,1.4,2.376377794
15872,3A1Z,2.59,2.376351312
15873,2H8X,1.5,2.376326833
15874,5SCP,1.8,2.376291269
15875,5OGI,2.8,2.376271837
15876,2JLM,2.35,2.376104256
15877,8GDY,2.05,2.376051167
15878,6KLA,2.11,2.376044433
15879,5IC5,1.9,2.376038324
15880,1OJR,1.35,2.376004276
15881,5KFQ,1.55,2.375985542
15882,1LYV,1.36,2.375949635
15883,2IEK,1.83,2.375924851
15884,6QLM,1.5,2.375825212
15885,7LX6,1.05,2.375738239
15886,5E3L,2.66,2.375712383
15887,6JVF,1.73,2.375692263
15888,6RP7,2,2.375651793
15889,7NL7,2.1,2.375534738
15890,8W9H,2,2.375500172
15891,3HPE,2.1,2.375329543
15892,6DPE,1.56,2.375326259
15893,3Q1H,1.8,2.3751889
15894,4WDT,1.5,2.375147092
15895,6XD5,1.2,2.375119535
15896,6FWJ,1.04,2.375108603
15897,3MSR,2.16,2.375028919
15898,6CVY,1.8,2.37499867
15899,6KJR,2.36,2.374960782
15900,3MBB,2.05,2.374958681
15901,2IWP,2.15,2.374926968
15902,7BV4,2,2.374898666
15903,8CXL,1.98,2.374889252
15904,6R1C,1.5,2.374863099
15905,2YMK,2.49,2.374830421
15906,4EU2,2.51,2.374819394
15907,2G2U,1.6,2.374764599
15908,2E3X,2.91,2.374720868
15909,2E8B,1.61,2.37471764
15910,2GBN,1.6,2.374715469
15911,8Q0V,1.28,2.374697303
15912,2A4O,1.55,2.374694021
15913,7ZFG,2.62,2.374655281
15914,3UCY,1.8,2.374650391
15915,4N6T,1.75,2.374525944
15916,5X4W,2.1,2.374507767
15917,7OF8,1.78,2.374463878
15918,8FTC,2,2.374442901
15919,3WFH,1.9,2.374137418
15920,8XJB,1.45,2.374125443
15921,7FD3,2.99,2.373950646
15922,7MRR,2.32,2.373932063
15923,4ON0,3,2.373811764
15924,2G0W,1.7,2.37378231
15925,8HNO,2.84,2.373709867
15926,9ONR,1.38,2.373703142
15927,1T8G,1.8,2.37364706
15928,1R6N,2.4,2.373630002
15929,7C6Z,1.63,2.373593841
15930,1P7D,2.95,2.373566844
15931,5A7V,1.35,2.373512144
15932,9F98,2.15,2.373377411
15933,8IQX,2.5,2.373372259
15934,3Q8N,2.05,2.373358837
15935,1PG6,1.7,2.373317474
15936,8SDT,1.38,2.373304974
15937,1WLG,1.8,2.373248218
15938,1SIW,2.2,2.373246129
15939,8FUQ,1.8,2.373117435
15940,6XA9,2.9,2.372894966
15941,7QWV,2.26,2.372879782
15942,4RUY,1.14,2.372852409
15943,6GDU,1.75,2.372616971
15944,7CSI,1.89,2.37250744
15945,3TAF,3,2.372385812
15946,6JJ1,0.97,2.372378917
15947,8YYE,2.52,2.372330343
15948,7LTC,2,2.372220139
15949,5DD6,1.7,2.372068348
15950,3NK8,1.15,2.372031497
15951,6EE1,2.36,2.3718813
15952,6BW5,3.1,2.371871748
15953,6ZUC,2.37,2.371865747
15954,6JWC,2.3,2.37185119
15955,4UC0,2.4,2.371821002
15956,5EK4,2.64,2.37178232
15957,6DWX,2.4,2.371747307
15958,3IT4,1.7,2.371631234
15959,5D1D,2.01,2.371619809
15960,4D9W,1.38,2.371574447
15961,4HIL,1.25,2.371553439
15962,7A11,1.65,2.371533399
15963,6JFG,2.6,2.371518926
15964,4JXY,1.9,2.371504995
15965,5O6G,2.75,2.371461218
15966,4KG5,2.11,2.371422399
15967,6A0N,2.1,2.371398059
15968,6V1A,2.29,2.37138315
15969,7N6M,1.82,2.371298089
15970,7GHQ,1.72,2.371267946
15971,2QH7,1.5,2.371228396
15972,7MYI,1.25,2.371112863
15973,4HCB,2,2.371075558
15974,4JH2,1.27,2.371063423
15975,6V1J,1.3,2.37097984
15976,2REI,1.6,2.370932326
15977,3HQX,1.66,2.370899811
15978,8DTR,1.5,2.370841833
15979,4COK,1.69,2.370625944
15980,2CWK,1.75,2.370622927
15981,6YLJ,1.75,2.370593612
15982,4Y94,2.4,2.370561453
15983,3LZ3,1.03,2.370556178
15984,4GEW,2.35,2.3705452
15985,5EVI,1.8,2.370505055
15986,7VZ6,2.09,2.370473803
15987,6EP1,1.3,2.370432343
15988,4TR6,1.5,2.370405483
15989,5GGB,1.1,2.37036564
15990,6MDA,2.21,2.370341023
15991,8SVT,2.39,2.370307307
15992,4WV6,1.75,2.370222614
15993,7ZAQ,1.11,2.370186549
15994,5G2W,2.1,2.370035837
15995,4OPO,1.4,2.369832129
15996,4LN3,2.65,2.369794281
15997,4Z53,3.26,2.36964399
15998,3CA4,1.55,2.369571571
15999,6VS9,1.84,2.369569921
16000,5HG0,2.4,2.369547103
16001,5B7B,3,2.369517573
16002,5J1Y,1.81,2.369502605
16003,6HPY,2,2.369424551
16004,3M7F,2,2.36940169
16005,1SZ2,2.2,2.369373432
16006,2YNY,1.35,2.369340269
16007,9BF9,3.4,2.369275254
16008,1QHL,2.2,2.369237492
16009,3A72,1.04,2.369181636
16010,4R6Y,1.22,2.369108634
16011,4Y58,1.17,2.369085579
16012,7A38,1.62,2.369058134
16013,5FUK,1.55,2.368990222
16014,4YZ5,2.27,2.36889409
16015,5GK6,1.8,2.368874871
16016,6KHD,2.7,2.368858715
16017,2CVE,1.6,2.368756216
16018,8K7M,2.7,2.368676052
16019,1P6J,2,2.368589271
16020,4KGE,2.3,2.368451536
16021,3PKI,2.04,2.368396637
16022,7D4C,1.97,2.368389483
16023,4DKT,2.98,2.368362885
16024,3ZEZ,2.8,2.36828083
16025,3JRT,2.3,2.368229487
16026,6DUN,1.59,2.368208768
16027,9MFC,1.24,2.368208654
16028,6MWD,2.33,2.368197558
16029,6FKP,2,2.368171053
16030,2ARV,2,2.368170711
16031,3V71,2.9,2.367967506
16032,5SD3,1.3,2.367960113
16033,6GZO,3,2.367829448
16034,7SDR,2.72,2.367668068
16035,5KHP,2.65,2.367667121
16036,5XHN,1.63,2.367651412
16037,2Y8U,1.99,2.36765112
16038,1W42,1.8,2.367601985
16039,2C30,1.6,2.367530018
16040,5JEE,1.49,2.36750951
16041,7ALF,1.26,2.367483546
16042,3S7P,1.72,2.367473906
16043,4HZA,1.7,2.367455845
16044,9MF3,2.75,2.367421649
16045,5D5V,2.55,2.367411779
16046,3RYL,3.1,2.367382427
16047,7C84,1.55,2.367369363
16048,4H25,2.2,2.367278672
16049,2F5Y,2.39,2.367226005
16050,2QL8,1.5,2.367224278
16051,7SQM,1.78,2.367154029
16052,6DPI,1.35,2.367100078
16053,9V14,0.93,2.36707861
16054,6HQO,1.7,2.366939197
16055,8FWY,1.54,2.366932631
16056,4BO3,2.5,2.366858857
16057,6AHQ,3.4,2.366843477
16058,5ZRK,1.49,2.366784234
16059,2Z6T,1.2,2.366753629
16060,5SS9,1.15,2.366653802
16061,3F0T,2,2.366558477
16062,2ZU7,2.5,2.366553184
16063,5G4I,1.5,2.366525886
16064,4TPL,2.9,2.366475371
16065,2PYO,2.43,2.366325053
16066,6CMI,2.72,2.3660942
16067,5V2O,1.2,2.365991822
16068,6P73,1.65,2.365912484
16069,4NNP,2.69,2.365792311
16070,6SEQ,2.1,2.365763505
16071,2NVE,1.5,2.365728093
16072,3WBZ,2.39,2.365686853
16073,1TVB,1.8,2.365660322
16074,7YYC,1.5,2.365632703
16075,6POV,2.05,2.365585667
16076,2IJX,1.9,2.365536061
16077,4YY0,2.59,2.365494089
16078,8UOO,1.65,2.365427097
16079,4BLQ,2.79,2.365400205
16080,6LOY,1.35,2.365123056
16081,6R4Y,1.45,2.365106529
16082,3WIK,2,2.365092373
16083,3VHE,1.55,2.365081363
16084,1R8O,1.83,2.365021514
16085,9AZA,2.84,2.364939979
16086,5INM,2.4,2.36493698
16087,7KUQ,2.1,2.364837702
16088,3ISH,2.43,2.364809526
16089,6BL6,2.8,2.364793946
16090,4DPK,2.05,2.364746722
16091,6Y9U,2.5,2.364666568
16092,5LT0,2,2.364531056
16093,5OOU,2.1,2.364438243
16094,7VSJ,2.38,2.364377405
16095,3PX8,1.29,2.364263359
16096,3S1Y,1.4,2.364233363
16097,4LZV,2.44,2.36422961
16098,7XBV,1.94,2.364224394
16099,3EAN,2.75,2.364192117
16100,1VK6,2.2,2.364069676
16101,3D2A,1.73,2.36406929
16102,6CZG,2.2,2.364035089
16103,2PDY,1.65,2.363930926
16104,5WMD,1.27,2.363896044
16105,3NS8,1.71,2.36389313
16106,6V5J,1.7,2.363735211
16107,8UZI,2.05,2.363726578
16108,3EKO,1.55,2.363707285
16109,4WZ2,3.41,2.363674047
16110,6TAJ,1.6,2.363652835
16111,6DKD,3,2.363620153
16112,2X76,1.45,2.363611856
16113,6XIF,1.77,2.363524351
16114,4N82,1.88,2.363486817
16115,2X7M,1.5,2.363465511
16116,7BS9,1.05,2.363428205
16117,5R2H,1.02,2.363411934
16118,6IVR,2.8,2.363387381
16119,6KDV,3.11,2.363255969
16120,9QYZ,1.95,2.363207952
16121,5RD1,1,2.363189911
16122,8JWD,1.33,2.363154359
16123,6X3O,1.9,2.363149062
16124,4L5Q,2.23,2.363145893
16125,3SJA,3,2.363100474
16126,6IYW,1.6,2.363094288
16127,8XT5,1.39,2.362966836
16128,6VAW,1.75,2.362934174
16129,3ZM1,1.4,2.362922729
16130,8IAV,2.59,2.362870778
16131,5WM0,2.4,2.36279366
16132,3O5O,1.15,2.362789301
16133,8A8Z,1.6,2.362762882
16134,5AXC,1.55,2.36269368
16135,6PDR,1.55,2.362633234
16136,6PQS,1.6,2.362608328
16137,7M7T,1.46,2.362604452
16138,8OSD,1.7,2.362474046
16139,3U3V,2.96,2.362423276
16140,3QIB,2.7,2.362358144
16141,3HVH,1.3,2.362321056
16142,4MNG,3.01,2.36229069
16143,4WX8,2.99,2.362274602
16144,3DER,1.9,2.362264515
16145,6WFL,1.6,2.362195438
16146,8A4Y,1.1,2.362067637
16147,8UCX,1.57,2.362050773
16148,6RUZ,2.9,2.362048473
16149,7PAE,1.85,2.362008344
16150,3WEI,1.79,2.361929207
16151,5LM3,2.5,2.361829612
16152,3VAK,2.17,2.361819473
16153,1HQQ,1.7,2.36175838
16154,6GKZ,2.43,2.361696693
16155,3EI8,1.6,2.361688521
16156,3ZFD,1.71,2.361533533
16157,7LUR,1.95,2.361520904
16158,5E1Z,1.66,2.361512725
16159,3G81,1.8,2.361481814
16160,7E0V,1.65,2.361457455
16161,4MRG,1.69,2.361449389
16162,9BLE,1.79,2.361366721
16163,8HYL,2,2.361289676
16164,6MQ5,2.15,2.361173337
16165,3EBV,1.5,2.361152358
16166,8D1W,2.1,2.361075686
16167,5N8E,1.1,2.361062284
16168,1U21,1.69,2.361055732
16169,1Y6J,3.01,2.361006106
16170,5AQ0,0.95,2.36096108
16171,6GPG,2.89,2.360923139
16172,8HUG,2.15,2.360920747
16173,2Y6D,1.6,2.360914144
16174,7E3T,2.1,2.360814555
16175,7WWF,2.27,2.360794904
16176,3SPH,3,2.360760002
16177,7GHW,1.58,2.360666486
16178,9QZ2,1.95,2.360548145
16179,6RI2,1.09,2.36053444
16180,6NW1,1.86,2.360518244
16181,6P0O,1.54,2.360474248
16182,7WJ3,1.56,2.360324489
16183,6GXK,1.7,2.360314629
16184,4JF8,1.35,2.360287261
16185,4P3J,3.5,2.360274747
16186,4B5Z,2.2,2.360242465
16187,1OT5,2.4,2.360208828
16188,6WME,1.53,2.360199868
16189,3V13,1.63,2.360144956
16190,1JVJ,1.73,2.360086314
16191,3OXN,2.7,2.360060069
16192,5RU1,1,2.360036135
16193,5N13,1.2,2.360030051
16194,3O40,2.1,2.359993978
16195,4CZS,1.73,2.359876958
16196,7KDR,1.49,2.359835473
16197,4ZCC,2,2.359789313
16198,5DKV,1.68,2.359774033
16199,4R3O,2.6,2.35964903
16200,3HKN,1.8,2.359607332
16201,8DUB,1.84,2.359586126
16202,8D09,1.9,2.359573559
16203,4X01,2.2,2.359512746
16204,7MLQ,1.32,2.359434833
16205,1H6X,2.25,2.359390217
16206,3LI5,1.36,2.359363751
16207,4KJN,1.55,2.35935784
16208,5G4M,1.38,2.359336373
16209,6NOU,1.91,2.359305519
16210,3PFZ,1.1,2.359262497
16211,7SOU,1.45,2.359190518
16212,5C89,1.65,2.359168589
16213,1SWG,1.8,2.359139511
16214,3UJS,1.65,2.359134744
16215,1ZR6,1.55,2.359040317
16216,8T51,1.9,2.358969391
16217,7Y6J,1.38,2.358956493
16218,5N76,1.9,2.358943463
16219,4XZ8,2.35,2.358935657
16220,3NIT,2.6,2.358930241
16221,3OKA,2.2,2.358913263
16222,4Y4B,1.11,2.35888062
16223,3GT3,1.5,2.358849901
16224,5N0I,1.47,2.358845579
16225,6SI2,1.5,2.358829993
16226,3S9X,1.35,2.358797273
16227,3NZ2,2.35,2.358458379
16228,6L4W,1.66,2.358421351
16229,3A71,1.14,2.358415255
16230,2CV2,2.69,2.358287284
16231,4KP4,3,2.358266633
16232,4UMG,1.68,2.358236496
16233,6ZQK,2.2,2.358142225
16234,6HQP,1.62,2.358030215
16235,3HSS,1.9,2.358002958
16236,6YOK,1.25,2.357941346
16237,7AA7,1.45,2.357936201
16238,5SSB,1.15,2.357852854
16239,4EOW,1.97,2.357840403
16240,7TVX,2.09,2.357676475
16241,8P5N,1.5,2.357615695
16242,7QLX,1.39,2.357608706
16243,4X6H,1,2.357554909
16244,3EDA,1.21,2.357541921
16245,2GGN,1.35,2.357468619
16246,5LJ7,3.25,2.357440586
16247,7Z72,1.8,2.357414693
16248,6D4V,2.02,2.357372895
16249,6KZ1,1.69,2.357357099
16250,8WGU,1.51,2.357337467
16251,4RSY,1.93,2.357199576
16252,6RH7,2,2.357197338
16253,7KQX,1.6,2.357158818
16254,1IYN,1.6,2.357146727
16255,6UQZ,1.43,2.357139151
16256,2Y9G,1.67,2.357037904
16257,2C5O,2.1,2.357016569
16258,7C1J,1.35,2.356968483
16259,3FCI,1.27,2.356925486
16260,8JKS,3.3,2.356849427
16261,3DN5,1.45,2.356744631
16262,5EC7,1.65,2.356685031
16263,3LFG,1.58,2.356579007
16264,4C3D,2.52,2.356544783
16265,6Q42,1.9,2.356535794
16266,5V0W,1.8,2.356417984
16267,2XRW,1.33,2.356403482
16268,5KAR,1.14,2.356312087
16269,4KLY,2.7,2.356253254
16270,5JOV,1.5,2.356121616
16271,7L74,2.25,2.356075498
16272,4RV8,2.05,2.356058036
16273,1L5X,2,2.355994856
16274,4I9O,2,2.355945405
16275,4K2O,2.15,2.355937464
16276,7S5G,2.04,2.355877392
16277,3C02,2.05,2.355821964
16278,9H8M,1.38,2.355815303
16279,6MCY,1.75,2.355734691
16280,4MRH,1.12,2.355703842
16281,5OH4,2.3,2.35563944
16282,4HZO,1.76,2.355601906
16283,3SMJ,1.5,2.35538016
16284,6NMS,2.11,2.355365456
16285,7COK,1.5,2.355315528
16286,8YM4,2.34,2.355233214
16287,3GLT,2.1,2.355079881
16288,7E3H,2.45,2.355018524
16289,5W7N,1.8,2.35499459
16290,1UXE,2,2.354980481
16291,7U98,3.42,2.354957564
16292,2VL1,2.15,2.354839015
16293,3VQE,1.7,2.354824555
16294,7B1Q,1.94,2.354794944
16295,9BHY,2.3,2.35475996
16296,2CVK,2,2.354749651
16297,8TGT,2.5,2.35474793
16298,8OU6,1.84,2.354670669
16299,7WZL,2.27,2.354631055
16300,6H48,2.2,2.354630195
16301,7Q1W,1.65,2.354595653
16302,2WWK,1.7,2.354565086
16303,5RE1,0.97,2.354531849
16304,1E6Q,1.35,2.354444521
16305,6XJS,1.94,2.354426394
16306,6OI7,2.9,2.354365621
16307,5PA1,1.24,2.354363832
16308,3H63,1.3,2.354300474
16309,6GQO,1.87,2.354286397
16310,5KFX,1.52,2.354195059
16311,4QP7,2.25,2.354193537
16312,5H94,1.48,2.3541171
16313,2VBB,1.4,2.354003198
16314,5LGS,2.1,2.35397196
16315,7WW6,1.36,2.353963835
16316,7CMD,2.59,2.353929064
16317,5RE3,1.09,2.353906992
16318,5T88,1.9,2.353800095
16319,7RTP,2.09,2.353798286
16320,9C8W,1.65,2.353794577
16321,8TVK,1.04,2.353771733
16322,5A89,1.65,2.353605535
16323,3KRS,1.55,2.353604608
16324,7Q58,1.3,2.353600094
16325,7ALY,2.7,2.353546379
16326,4L52,2.54,2.353511869
16327,4QU9,1.56,2.353504961
16328,8QAX,1.69,2.353337649
16329,2YG6,2.5,2.353317751
16330,8JCA,1.65,2.353285877
16331,3HC9,2,2.353257604
16332,2ISS,2.9,2.353173381
16333,5LHM,1.31,2.353168437
16334,2X1P,1.1,2.353020934
16335,6O9B,2.2,2.352983928
16336,4F5R,2.2,2.352948872
16337,5L8N,2.12,2.352835415
16338,1KNC,2,2.35281444
16339,8W8K,2.25,2.352758402
16340,8OHC,1.17,2.352737363
16341,4LJN,3,2.352680329
16342,8ELO,2.72,2.352656167
16343,6XIV,2.8,2.352611136
16344,6I50,1.69,2.352597651
16345,6P2B,2.3,2.352594878
16346,6UH0,1.31,2.352481314
16347,8CC4,2.7,2.352245428
16348,6VD1,1.32,2.352243932
16349,4C0R,1.55,2.352220614
16350,7R9W,1.75,2.352198583
16351,4BKD,1.17,2.352080194
16352,2WJN,1.86,2.352062029
16353,4QUA,1.89,2.351995136
16354,7KET,2,2.351920834
16355,9II0,1.89,2.351871255
16356,4BZ7,1.65,2.351862753
16357,5T1K,2.48,2.351792518
16358,1XR8,2.3,2.351776794
16359,7R2P,2.54,2.351731698
16360,2NTG,1.4,2.351694794
16361,5D5D,2.4,2.351523317
16362,5L47,3.3,2.351497917
16363,6LKP,2.9,2.35147611
16364,6HGB,1.5,2.351462925
16365,5J7M,2.07,2.351462538
16366,4JRM,1.75,2.351344469
16367,1M4B,2.15,2.351161037
16368,2AX2,1.5,2.351057344
16369,1YSJ,2.4,2.351017881
16370,3OKG,1.95,2.350996912
16371,6XLR,1.23,2.350904179
16372,6DPY,1.91,2.350890639
16373,3G64,2.05,2.35087636
16374,1P5D,1.6,2.350842217
16375,6QLT,1.15,2.350837822
16376,4TY6,1.85,2.350739205
16377,2VOR,2.3,2.350674124
16378,6KA9,1.4,2.350657501
16379,1TT6,1.8,2.350649542
16380,6CY9,2.62,2.350422428
16381,2WB0,1.95,2.350386547
16382,3TCO,1.9,2.350361838
16383,6KIK,1.6,2.350309587
16384,5SAQ,1.02,2.350269373
16385,5JZS,2.27,2.350253896
16386,5YKN,2.3,2.35023848
16387,6S7L,2.6,2.350201565
16388,3Q1M,3.2,2.350187863
16389,2H27,2.3,2.350160884
16390,7QL8,1.81,2.350116448
16391,7XM0,2.6,2.350077695
16392,8PBG,1.46,2.34999363
16393,3A9B,1.2,2.349950404
16394,4AGH,1.79,2.349911541
16395,2BKB,1.7,2.34988805
16396,3LNF,2.5,2.349879825
16397,5K55,1.98,2.349764085
16398,5W3Q,1.4,2.349722035
16399,3PQH,1.29,2.349656973
16400,3FJM,1.6,2.349571906
16401,1L4U,1.8,2.34956953
16402,3JRR,1.9,2.349471291
16403,7PUW,1.42,2.349460487
16404,6QGG,1.5,2.349450372
16405,4DZU,2.1,2.349399111
16406,6WCE,1.75,2.349386022
16407,6IZJ,2.1,2.349355079
16408,5RC4,1,2.349201015
16409,8Z2G,1.9,2.349164244
16410,6M84,2.81,2.349158667
16411,1WT6,1.6,2.349088152
16412,8VEC,2,2.349077176
16413,6QRT,1.17,2.349053625
16414,4CYN,1.4,2.349039326
16415,5J1A,1.86,2.348979747
16416,8ZSW,2.25,2.348938261
16417,7SKN,2.3,2.348921012
16418,7XWQ,1.89,2.348912036
16419,2IKG,1.43,2.348909483
16420,4NZR,1.65,2.348903955
16421,1TX7,1.75,2.348817681
16422,3EXZ,2.3,2.348798829
16423,5JWA,2.16,2.348794714
16424,5ORF,2.54,2.348791254
16425,1RUK,1.4,2.348770743
16426,5MG8,2.75,2.348734093
16427,1Z0C,1.55,2.348733424
16428,3V4F,1.39,2.348708649
16429,8FQ9,3,2.348666419
16430,3GPX,1.78,2.348583409
16431,3PIS,2,2.348582241
16432,8DPO,2.6,2.34849664
16433,7DI0,1.6,2.34843526
16434,1ZXU,1.7,2.348407228
16435,6Z30,1.5,2.348262684
16436,7E3O,2.51,2.348260346
16437,4REU,2.5,2.348190018
16438,4L36,2.1,2.348122324
16439,7AAC,1.59,2.348111606
16440,3S2S,1.7,2.348094965
16441,7XWP,1.92,2.347992824
16442,7BFT,1.99,2.347992654
16443,5VL0,1.2,2.347903006
16444,4D98,1.7,2.347838973
16445,7B74,1.85,2.34779965
16446,4DI9,1.35,2.347743413
16447,13SI,1.54,2.347717826
16448,2DLF,1.55,2.347636222
16449,5L9D,1.88,2.347627829
16450,8YSQ,1.76,2.347500499
16451,3B3R,0.98,2.347447883
16452,1HV7,1.7,2.347286402
16453,6SPU,1.39,2.347218437
16454,8U52,1.5,2.347206553
16455,7A9D,2.7,2.347173753
16456,2IAL,1.92,2.347136743
16457,2R14,1.4,2.347133648
16458,3EAB,2.5,2.347062161
16459,8SJ4,2.67,2.346988141
16460,7QSE,1.43,2.346913905
16461,7L97,2.01,2.346769603
16462,3BIK,2.65,2.346755988
16463,4AJU,2.65,2.346732
16464,5CFN,2.95,2.346662017
16465,3ITB,1.8,2.34653926
16466,3E27,2.2,2.346479858
16467,2QJR,2.2,2.346474225
16468,8DGU,1.89,2.346354901
16469,7W8N,1.75,2.346334246
16470,6OKG,2.3,2.346195103
16471,4H7P,1.3,2.346191997
16472,1WZZ,1.65,2.346189666
16473,6OHB,2.3,2.346046893
16474,6G44,1.5,2.34599514
16475,7BQ7,2.37,2.345989075
16476,6QNN,2.03,2.345957585
16477,4ED3,1.79,2.345928966
16478,3WL7,1.67,2.345871513
16479,4ESR,1.53,2.345827772
16480,8PO2,2.28,2.34582244
16481,8F8K,2.2,2.345711053
16482,7QFY,1.62,2.3456921
16483,3F83,2.3,2.345673261
16484,3NLH,2.1,2.345645662
16485,5D5P,1.7,2.345603511
16486,4O94,2,2.345550727
16487,6P3V,2.5,2.345509176
16488,5NL8,2.2,2.345433664
16489,3JQX,2.2,2.345417218
16490,9MX8,3.15,2.345378034
16491,5NRK,1.45,2.345316633
16492,6J1U,2.8,2.345281939
16493,6XPJ,1.5,2.345236992
16494,7PYM,1.75,2.345162115
16495,2XXH,1.5,2.345121911
16496,5YLG,1.48,2.345046399
16497,8WDG,0.99,2.3450291
16498,1KTR,2.7,2.344968237
16499,5D9L,2.15,2.344949247
16500,3RQT,1.5,2.344796329
16501,7N5X,1.6,2.344786177
16502,9F5T,2.56,2.344743731
16503,1ZZB,2.3,2.344661908
16504,8FD9,1.7,2.344659349
16505,5SRG,1.05,2.344642668
16506,5NKG,1.1,2.344573646
16507,4G9M,1.6,2.344543884
16508,2H65,2.3,2.344466701
16509,4CN3,2.35,2.344459563
16510,6TZP,1.72,2.344442388
16511,8IQP,1.76,2.344415261
16512,4EL1,2.88,2.344327279
16513,4OGV,2.2,2.344231837
16514,2XRF,2.3,2.344226062
16515,6H0V,2.2,2.344212795
16516,7BHT,1.05,2.344180332
16517,6SMT,1.55,2.344130436
16518,2EYU,1.87,2.344128818
16519,3B24,1.7,2.344120401
16520,3IBA,2.4,2.344119123
16521,1ZAN,1.7,2.344064063
16522,8QE3,1.09,2.343963888
16523,4OCM,1.99,2.343898878
16524,6OXJ,1.55,2.34385161
16525,3N2O,2.3,2.343753187
16526,6G8G,2.6,2.343723074
16527,1J16,1.6,2.343704892
16528,7AUR,1.65,2.343673314
16529,8BIX,1.59,2.343661978
16530,2EB6,1.69,2.343656395
16531,2XLL,2.31,2.343646861
16532,5SRX,1.05,2.343563725
16533,3ZS0,2.3,2.343462252
16534,1ZK8,2.15,2.34344332
16535,8V3P,2.36,2.343384692
16536,4LVG,1.7,2.343380092
16537,4PUP,2.75,2.343362936
16538,7BWP,1.8,2.343351103
16539,3DK1,1.07,2.343344231
16540,6QLP,1.08,2.343340451
16541,6IJ5,1.72,2.343336442
16542,3RXO,1.6,2.343264085
16543,1E86,1.95,2.343239378
16544,4Z3L,2.5,2.343200871
16545,3P1L,2.6,2.343171983
16546,4RBP,1.85,2.343144913
16547,3GG1,2.3,2.343114764
16548,3N6O,2.5,2.342960491
16549,7VAC,3.5,2.342900495
16550,6TP3,3.04,2.342816008
16551,4A37,1.6,2.342804653
16552,4FOZ,2.4,2.34272506
16553,4AVB,1.8,2.342669567
16554,4ALF,1.25,2.342657547
16555,8SKP,1.3,2.342646574
16556,3AJF,2,2.342521458
16557,5XNZ,2.3,2.342479419
16558,4S39,1.3,2.342424703
16559,6IVK,2.65,2.342359177
16560,4P0M,2,2.342301345
16561,2WX0,2.4,2.342256163
16562,1KS8,1.4,2.342255555
16563,7T8J,1.89,2.342229325
16564,5J35,1.47,2.342188851
16565,4QVF,1.53,2.342159547
16566,6EHH,2.4,2.342102196
16567,5KCY,2.3,2.342080986
16568,8GKO,1.06,2.342054005
16569,5UUT,2.25,2.342025089
16570,5DIV,1.65,2.341890224
16571,5SV8,1.59,2.341885544
16572,3CBZ,1.38,2.341879041
16573,3RXJ,1.7,2.341857145
16574,4AQY,3.5,2.341850488
16575,2ZYT,1.55,2.341832566
16576,4A2V,1.44,2.341762021
16577,4O92,2.51,2.341708931
16578,2QML,1.55,2.341704508
16579,5IBO,1.95,2.341702269
16580,3Q6C,2.6,2.341700571
16581,7CED,1.9,2.341664997
16582,4WZP,1.9,2.341632411
16583,3N57,3.03,2.341562121
16584,6NY7,1.4,2.341547827
16585,1ZVN,2.16,2.341470454
16586,6A8K,1.4,2.341428432
16587,4E5Z,3.22,2.341407922
16588,5ZC0,2.75,2.341392529
16589,6MPX,1.9,2.341376277
16590,5AIL,1.55,2.341294053
16591,6AKV,2.4,2.341290466
16592,7QFJ,2.5,2.341179903
16593,8C8D,1.46,2.341144297
16594,8A4U,1.9,2.341123193
16595,7BNL,1.23,2.34107524
16596,8BJG,1.4,2.34102795
16597,9NKO,1.72,2.340980878
16598,3WPT,2.63,2.340930303
16599,8D1Q,2.15,2.340879459
16600,2QQA,2.1,2.340820388
16601,5Y12,1.75,2.340731658
16602,8UK5,1.4,2.340679405
16603,7ZL2,1.8,2.340678099
16604,4F7C,2.86,2.340567254
16605,3WKJ,2.8,2.340554494
16606,6YYG,1.95,2.340530247
16607,3EYF,2.3,2.340524087
